id,name,year,citationcount,affiliation
p1850,Michael Krone,2013,49,"Univ Stuttgart, Visualizat Res Ctr VISUS, Stuttgart, Germany"
p2610,Thomas Ertl,2013,49,"Univ Stuttgart, Visualizat Res Ctr VISUS, Stuttgart, Germany"
p2310,Rüdiger Westermann,1998,645,"Univ. Erlangen-Nürnberg, Germany"
p2610,Thomas Ertl,1998,645,"Univ. Erlangen-Nürnberg, Germany"
p1739,Martin Falk,2007,24,"Universität Stuttgart, Germany"
p2673,Tobias Schafhitzel,2007,24,"Universität Stuttgart, Germany"
p0530,Daniel Weiskopf,2007,24,"Universität Stuttgart, Germany"
p2610,Thomas Ertl,2007,24,"Universität Stuttgart, Germany"
p2456,Slava Kisilevich,2010,1,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p0506,Daniel A. Keim,2010,1,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p0094,Amit Lasry,2010,1,"Ben Gurion Univ Negev, Dept Informat Syst Engn, Beer Sheva, Israel"
p1564,Leon Bam,2010,1,"Ben Gurion Univ Negev, Dept Informat Syst Engn, Beer Sheva, Israel"
p1598,Lior Rokach,2010,1,"Ben Gurion Univ Negev, Dept Informat Syst Engn, Deutsche Telekom Lab, Beer Sheva, Israel"
p0282,Bongshin Lee,2009,0,"Microsoft Research, Redmond, WA, USA"
p0916,Greg Smith,2009,0,"Microsoft Research, Redmond, WA, USA"
p0876,George G. Robertson,2009,0,"Microsoft Research, Redmond, WA, USA"
p1752,Mary Czerwinski,2009,0,"Microsoft Research, Redmond, WA, USA"
p1411,Jörn Kohlhammer,2011,121,"Fraunhofer IGD, Fraunhoferstr. 5, 64283 Darmstadt, Germany"
p0506,Daniel A. Keim,2011,121,"University of Konstanz, 78457 Konstanz, Germany"
p1693,Margit Pohl,2011,121,"Vienna University of Technology, Favoritenstraße 9-11, A-1040 Wien, Austria"
p0899,Giuseppe Santucci,2011,121,"Sapienza Università di Roma, Via Ariosto 25, 00185 Roma, Italy"
p0870,Gennady L. Andrienko,2011,121,"Fraunhofer IAIS, Schloss Birlinghoven, 53754 Sankt-Augustin, Germany"
p0408,Christian Teitzel,1997,11,
p1777,Matthias Hopf,1997,11,
p2610,Thomas Ertl,1997,11,
p0409,Christiane Taras,2009,16,"Institute of Visualization and Interactive Systems, Universität Stuttgart, Stuttgart, Germany 70569"
p2610,Thomas Ertl,2009,16,"Institute of Visualization and Interactive Systems, Universität Stuttgart, Stuttgart, Germany 70569"
p0506,Daniel A. Keim,2004,21,"Univ Konstanz, Dept Comp & Informat Sci, D-7750 Constance, Germany"
p0234,Benjamin Bustos,2004,21,"Univ Konstanz, Dept Comp & Informat Sci, D-7750 Constance, Germany"
p2467,Spence Green,2013,241,"Stanford University, Palo Alto, CA, USA"
p1199,Jeffrey Heer,2013,241,"Stanford University, Palo Alto, California, USA"
p0434,Christopher D. Manning,2013,241,"Stanford University, Palo Alto, California, USA"
p1739,Martin Falk,2012,5,
p1850,Michael Krone,2012,5,
p2610,Thomas Ertl,2012,5,
p2673,Tobias Schafhitzel,2007,66,Universität Stuttgart
p0682,Eduardo Tejada,2007,66,Universität Stuttgart
p0530,Daniel Weiskopf,2007,66,Simon Fraser University
p2610,Thomas Ertl,2007,66,Universität Stuttgart
p0282,Bongshin Lee,2006,150,"Univ Maryland, Dept Comp Sci, Human Comp Interact Lab, College Pk, MD 20742 USA"
p0488,Cynthia S Parr,2006,150,"Human-Computer Interaction Laboratory, University of Maryland, College Park, MD, USA"
p0340,Catherine Plaisant,2006,150,"Human-Computer Interaction Laboratory, University of Maryland, College Park, MD, USA"
p0230,Benjamin B Bederson,2006,150,"Human-Computer Interaction Laboratory, Department of Computer Science, University of Maryland, College Park, MD, USA"
p2768,Vladislav D Veksler,2006,150,"CogWorks Laboratory, Cognitive Science Department, Rensselaer Polytechnic Institute, Troy, NY, USA"
p2777,Wayne D Gray,2006,150,"CogWorks Laboratory, Cognitive Science Department, Rensselaer Polytechnic Institute, Troy, NY, USA"
p0439,Christopher Kotfila,2006,150,"CogWorks Laboratory, Cognitive Science Department, Rensselaer Polytechnic Institute, Troy, NY, USA"
p2157,Rahul C. Basole,2013,67,Georgia Tech
p2707,Trustin Clear,2013,67,Georgia Tech
p1809,Mengdie Hu,2013,67,Georgia Tech
p1010,Harshit Mehrotra,2013,67,Georgia Tech
p1336,John T. Stasko,2013,67,Georgia Tech
p2162,Ralf P. Botchen,2006,9,Visualization and Interactive Systems | University of Stuttgart
p1888,Min Chen,2006,9,Department of Computer Science | University of Wales Swansea
p0530,Daniel Weiskopf,2006,9,Usability Lab | Simon Fraser University
p2610,Thomas Ertl,2006,9,Visualization and Interactive Systems | University of Stuttgart
p1939,Nam Wook Kim,2010,94,Stanford University
p2534,Stuart K. Card,2010,94,Stanford University
p1199,Jeffrey Heer,2010,94,Stanford University
p1305,Johannes Pretorius,2013,50,"Univ Leeds, Sch Comp, Leeds LS2 9JT, W Yorkshire, England"
p1025,Helen C. Purchase,2013,50,"Univ Glasgow, Sch Comp Sci, Glasgow G12 1RZ, Lanark, Scotland"
p1336,John T. Stasko,2013,50,"Georgia Inst Technol, Atlanta, GA 30332 USA"
p1286,Joachim Diepstraten,2002,123,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany"
p0530,Daniel Weiskopf,2002,123,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany"
p2610,Thomas Ertl,2002,123,"Univ Stuttgart, Visualizat & Interact Syst Grp, D-7000 Stuttgart, Germany"
p0688,Eileen Kraemer,1994,29,"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|c|"
p1336,John T. Stasko,1994,29,
p1777,Matthias Hopf,2004,63,"University of Stuttgart, Germany"
p1851,Michael Luttenberger,2004,63,"University of Stuttgart, Germany"
p2610,Thomas Ertl,2004,63,"University of Stuttgart, Germany"
p0282,Bongshin Lee,2006,500,"University of Maryland, College Park, MD"
p0340,Catherine Plaisant,2006,500,"University of Maryland, College Park, MD"
p0489,Cynthia Sims Parr,2006,500,"University of Maryland, College Park, MD"
p1187,Jean-Daniel Fekete,2006,500,"INRIA Futurs/LRI, Université Paris-Sud, Orsay, France"
p1951,Nathalie Henry,2006,500,"INRIA Futurs/LRI, Université Paris-Sud, Orsay, France"
p0120,Andreas Kerren,2007,29,"Computer Scince Department, School of Mathematics and Systems Engineering (MSI), Växjö University, Växjö, Sweden"
p1336,John T. Stasko,2007,29,"School of Interactive Computing and & GVU Center, Georgia Institute of Technology, Atlanta, GA"
p1187,Jean-Daniel Fekete,2007,29,"INRIA, Unité de Researche Futurs, Université Paris-Sud, Orsay Cedex, France"
p0395,Chris North,2007,29,"Department of Computer Scince and Center For Human Computer-Interaction, Virginia Tech, Blacksberg, VA"
p2190,Remco Chang,2014,3,"Tufts Univ, Dept Comp Sci, 161 Coll Ave, Medford, MA 02155 USA"
p0574,David S. Ebert,2014,3,"Purdue Univ, Sch Elect & Comp Engn, W Lafayette, IN 47907 USA"
p0506,Daniel A. Keim,2014,3,"Univ Konstanz, Dept Comp & Informat Sci, D-78457 Constance, Germany"
p2456,Slava Kisilevich,2010,8,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p0506,Daniel A. Keim,2010,8,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p1598,Lior Rokach,2010,8,"Ben Gurion Univ Negev, Dept Informat Syst Engn, Beer Sheva, Israel"
p2320,Sabine Iserhardt-bauer,2007,0,
p2080,Peter Hastreiter,2007,0,
p0247,Bernd Tomandl,2007,0,
p2610,Thomas Ertl,2007,0,
p0506,Daniel A. Keim,1998,1,
p0610,Diana L. MacLean,2013,100,"University of Stanford, Stanford, CA, USA"
p1199,Jeffrey Heer,2013,100,"University of Stanford, Stanford, CA, USA"
p0192,Ashish Kapoor,2012,18,
p0282,Bongshin Lee,2012,18,
p0601,Desney S. Tan,2012,18,
p0727,Eric Horvitz,2012,18,
p2610,Thomas Ertl,2008,0,
p0282,Bongshin Lee,2004,29,"Univ. of Maryland, College Park, MD"
p0489,Cynthia Sims Parr,2004,29,"Univ. of Maryland, College Park, MD"
p0501,Dana Campbell,2004,29,"Univ. of Maryland, College Park, MD"
p0231,Benjamin B. Bederson,2004,29,"Univ. of Maryland, College Park, MD"
p0601,Desney S. Tan,2007,27,"Microsoft Res., Redmond"
p0916,Greg Smith,2007,27,"Microsoft Res., Redmond"
p0282,Bongshin Lee,2007,27,"Microsoft Res., Redmond"
p0876,George G. Robertson,2007,27,"Microsoft Res., Redmond"
p3000,Yun Jang,2004,56,Purdue University
p1653,Manfred Weiler,2004,56,University of Stuttgart
p1777,Matthias Hopf,2004,56,University of Stuttgart
p1277,Jingshu Huang,2004,56,Purdue University
p0574,David S. Ebert,2004,56,Purdue University
p1478,Kelly P. Gaither,2004,56,University of Texas
p2610,Thomas Ertl,2004,56,University of Stuttgart
p0282,Bongshin Lee,2004,23,University of Maryland and Microsoft Research
p1752,Mary Czerwinski,2004,23,Microsoft Research
p0878,George Robertson,2004,23,Microsoft Research
p0231,Benjamin B. Bederson,2004,23,University of Maryland
p0506,Daniel A. Keim,2013,6,
p0506,Daniel A. Keim,1995,19,
p1330,John Peter Lee,1995,19,
p0257,Bhavani M. Thuraisingham,1995,19,
p0484,Craig M. Wittenbrink,1995,19,
p0533,Daniela Oelke,2009,147,Hewlett Packard Laboratories|University of Konstanz
p1897,Ming C. Hao,2009,147,Hewlett Packard Laboratories|University of Konstanz
p0407,Christian Rohrdantz,2009,147,Hewlett Packard Laboratories|University of Konstanz
p0506,Daniel A. Keim,2009,147,Hewlett Packard Laboratories|University of Konstanz
p2726,Umeshwar Dayal,2009,147,Hewlett Packard Laboratories|University of Konstanz
p1542,Lars-Erik Haug,2009,147,Hewlett Packard Laboratories|University of Konstanz
p0959,Halldór Janetzko,2009,147,Hewlett Packard Laboratories|University of Konstanz
p0506,Daniel A. Keim,2004,0,IEEE
p2508,Stephen C. North,2004,0,"Department of Computer Science, University of British Columbia, 2366 Main Mall, Vancouver BC V6T 1Z4 Canada"
p0409,Christiane Taras,2010,5,"Visualization and Interactive Systems Institute, University of Stuttgart, Stuttgart, Germany"
p1859,Michael Raschke,2010,5,"Visualization and Interactive Systems Institute, University of Stuttgart, Stuttgart, Germany"
p2625,Thomas Schlegel,2010,5,"Visualization and Interactive Systems Institute, University of Stuttgart, Stuttgart, Germany"
p2610,Thomas Ertl,2010,5,"Visualization and Interactive Systems Institute, University of Stuttgart, Stuttgart, Germany"
p0595,Denise Prescher,2010,5,"Human-Computer Interaction Research Group, Technical University of Dresden, Dresden, Germany"
p0888,Gerhard Weber,2010,5,"Human-Computer Interaction Research Group, Technical University of Dresden, Dresden, Germany"
p2263,Roberto Grosso,1996,4,
p1510,Klaus Wechsler,1996,4,
p2610,Thomas Ertl,1996,4,
p1863,Michael Schäfer,1996,4,
p0066,Alexander Hinneburg,1998,0,
p0506,Daniel A. Keim,1998,0,
p2830,Wolfgang Brandt,1998,0,
p2563,Svetlana Mansmann,2007,3,
p0806,Florian Mansmann,2007,3,Univ. of Konstanz
p1670,Marc H. Scholl,2007,3,
p0506,Daniel A. Keim,2007,3,
p0506,Daniel A. Keim,2007,156,University of Konstanz. e-mail: keim@inf.uni-konstanz.de
p0533,Daniela Oelke,2007,156,University of Konstanz. e-mail: oelke@inf.uni-konstanz.de
p0808,Florian Stoffel,2013,27,University of Konstanz
p0761,Fabian Fischer,2013,27,University of Konstanz
p0506,Daniel A. Keim,2013,27,University of Konstanz
p0682,Eduardo Tejada,2005,63,Corresponding author.
p2610,Thomas Ertl,2005,63,"University of Stuttgart, Institute for Visualization and Interactive Systems, Universitätstr. 38, 70569 Stuttgart, Germany"
p1336,John T. Stasko,1991,111,"College of Computing, Georgia Institute of Technology, Atlanta, GA"
p2477,Stefan Berchtold,1998,238,"AT&T Bell Labs, Res, Naperville, IL 60566 USA"
p0249,Bernhard Ertl,1998,238,"AT&T Bell Labs, Res, Naperville, IL 60566 USA"
p0506,Daniel A. Keim,1998,238,"AT&T Bell Labs, Res, Naperville, IL 60566 USA"
p0984,Hans-Peter Kriegel,1998,238,"AT&T Bell Labs, Res, Naperville, IL 60566 USA"
p2627,Thomas Seidl,1998,238,"AT&T Bell Labs, Res, Naperville, IL 60566 USA"
p0506,Daniel A. Keim,2004,83,"Department of Computer and Information Science, University of Konstanz, Universitätsstr. 10, Box D78, Konstanz D-78457, Germany"
p0404,Christian Panse,2004,83,"Department of Computer and Information Science, University of Konstanz, Universitätsstr. 10, Box D78, Konstanz D-78457, Germany"
p1884,Mike Sips,2004,83,"Department of Computer and Information Science, University of Konstanz, Universitätsstr. 10, Box D78, Konstanz D-78457, Germany"
p2508,Stephen C. North,2004,83,"AT&T Shannon Laboratory, 180 Park Avenue, Florham Park, NJ 07932-0971, USA"
p2353,Scott E. Hudson,1993,149,"Graphics Visualization and Usability Center, College of Computing, Georgia Institute of Technology, Atlanta, GA"
p1336,John T. Stasko,1993,149,"Graphics Visualization and Usability Center, College of Computing, Georgia Institute of Technology, Atlanta, GA"
p0931,Gunter Saake,2000,3,
p1434,Kai-uwe Sattler,2000,3,
p0506,Daniel A. Keim,2000,3,
p2809,Wesley Willett,2012,141,"University of California, Berkeley, Berkeley, CA, United States"
p1199,Jeffrey Heer,2012,141,"Stanford University, Stanford, California, United States"
p1652,Maneesh Agrawala,2012,141,"University of California, Berkeley, Berkeley, California, United States"
p0076,Alexandros Panagiotidis,2014,2,"Visualization Res. Center, Univ. of Stuttgart, Stuttgart, Germany|c|"
p0930,Guido Reina,2014,2,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany"
p2610,Thomas Ertl,2014,2,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany"
p2614,Thomas Klein,2005,66,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany"
p1643,Magnus Strengert,2005,66,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany"
p2450,Simon Stegmaier,2005,66,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany"
p2610,Thomas Ertl,2005,66,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany"
p2310,Rüdiger Westermann,2000,77,"Scientific Computing and Visualization Group, University of Technology Aachen"
p0438,Christopher Johnson,2000,77,"Scientific Computing and Imaging Institute, University of Utah"
p2610,Thomas Ertl,2000,77,"Visualization and Interactive Systems Group, University of Stuttgart"
p0326,Carlos Pérez Risquet,2002,0,
p1047,Holger Theisel,2002,0,
p0942,Günther Greiner,2002,0,
p1022,Heinrich Niemann,2002,0,
p0243,Bernd Girod,2002,0,
p0986,Hans-Peter Seidel,2002,0,
p1732,Markus Üffinger,2011,4,
p1665,Marc Alexander Schweitzer,2011,4,
p0792,Filip Sadlo,2011,4,
p2610,Thomas Ertl,2011,4,
p0506,Daniel A. Keim,1992,20,"Universität München "
p2764,Vincent Y. Lum,1992,20,Chinese University
p0506,Daniel A. Keim,2002,2644,"AT&T Shannon Res. Labs., Florham Park, NJ, USA"
p0598,Dennis Thom,2014,17,"Inst. for Visualization & Interactive Syst., Univ. of Stuttgart, Stuttgart, Germany|c|"
p1002,Harald Bosch,2014,17,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-70174 Stuttgart, Germany"
p2245,Robert Krueger,2014,17,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-70174 Stuttgart, Germany"
p2610,Thomas Ertl,2014,17,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-70174 Stuttgart, Germany"
p1739,Martin Falk,2011,17,"University of Stuttgart, Universitätsstr, Stuttgart, Germany"
p1856,Michael Ott,2011,17,"University of Stuttgart, Universitätsstr, Stuttgart, Germany"
p2610,Thomas Ertl,2011,17,"University of Stuttgart, Universitätsstr, Stuttgart, Germany"
p1848,Michael Klann,2011,17,"Automatic Control Laboratory, BISON Group, ETH Zürich, Zürich, Switzerland"
p1024,Heinz Koeppl,2011,17,"Automatic Control Laboratory, BISON Group, ETH Zürich, Zürich, Switzerland"
p1897,Ming C. Hao,2013,49,"HP Labs, 1501 Page Mill Rd, Palo Alto, CA 94304 USA"
p0407,Christian Rohrdantz,2013,49,"Univ Konstanz, Constance, Germany"
p0958,Halldor Janetzko,2013,49,"Univ Konstanz, Constance, Germany"
p0506,Daniel A. Keim,2013,49,"Univ Konstanz, Constance, Germany"
p2726,Umeshwar Dayal,2013,49,"HP Labs, Palo Alto, CA 94304 USA"
p1542,Lars-Erik Haug,2013,49,"HP Labs, Palo Alto, CA 94304 USA"
p1798,Meichun Hsu,2013,49,"HP Labs, Palo Alto, CA 94304 USA"
p0808,Florian Stoffel,2013,49,"Univ Konstanz, Constance, Germany"
p1745,Martin Rotard,2005,5,"Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart, Universitätsstr. 38, D-70569 Stuttgart, Germany"
p0530,Daniel Weiskopf,2005,5,"Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart, Universitätsstr. 38, D-70569 Stuttgart, Germany"
p2610,Thomas Ertl,2005,5,"Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart, Universitätsstr. 38, D-70569 Stuttgart, Germany"
p2326,Saleema Amershi,2011,66,"University of Washington, Seattle, Washington, USA"
p0282,Bongshin Lee,2011,66,"Microsoft Research, Redmond, Washington, USA"
p0192,Ashish Kapoor,2011,66,"Microsoft Research, Redmond, Washington, USA"
p2177,Ratul Mahajan,2011,66,"Microsoft Research, Redmond, Washington, USA"
p0269,Blaine Christian,2011,66,"Microsoft Corporation, Redmond, Washington, USA"
p0424,Christoph Müller,2009,34,Visualisierungsinstitut der Universität Stuttgart
p2497,Steffen Frey,2009,34,Visualisierungsinstitut der Universität Stuttgart
p1643,Magnus Strengert,2009,34,Visualisierungsinstitut der Universität Stuttgart
p0336,Carsten Dachsbacher,2009,34,Visualisierungsinstitut der Universität Stuttgart
p2610,Thomas Ertl,2009,34,Visualisierungsinstitut der Universität Stuttgart
p0234,Benjamin Bustos,2004,14,University of Konstanz
p0506,Daniel A. Keim,2004,14,University of Konstanz
p0404,Christian Panse,2004,14,University of Konstanz
p2674,Tobias Schreck,2004,14,University of Konstanz
p1777,Matthias Hopf,1999,163,"Visualization & Interactive Syst. Group, Stuttgart Univ., Germany|c|"
p2610,Thomas Ertl,1999,163,
p1669,Marc Davis,2003,19,University of California at Berkeley
p1199,Jeffrey Heer,2003,19,University of California at Berkeley
p0103,Ana Ramirez,2003,19,University of California at Berkeley
p2314,S. Iserhardt-Bauer,2002,16,
p2080,Peter Hastreiter,2002,16,
p0247,Bernd Tomandl,2002,16,
p1934,N. Köstner,2002,16,
p1639,M. Schempershofe,2002,16,
p2713,U. Nissen,2002,16,
p2610,Thomas Ertl,2002,16,
p1187,Jean-Daniel Fekete,2007,5,
p0120,Andreas Kerren,2007,5,
p0395,Chris North,2007,5,
p1336,John T. Stasko,2007,5,
p1745,Martin Rotard,2005,80,"University of Stuttgart, Stuttgart, Germany"
p2555,Sven Knödler,2005,80,"University of Stuttgart, Stuttgart, Germany"
p2610,Thomas Ertl,2005,80,"University of Stuttgart, Stuttgart, Germany"
p2497,Steffen Frey,2009,7,
p2610,Thomas Ertl,2009,7,
p2337,Sanjay Kairam,2012,58,Stanford University
p0610,Diana L. MacLean,2012,58,Stanford University
p1655,Manolis Savva,2012,58,Stanford University
p1199,Jeffrey Heer,2012,58,Stanford University
p0638,Dominikus Baur,2012,108,"University of Calgary, Calgary, Alberta, Canada"
p0282,Bongshin Lee,2012,108,"Microsoft Research, Redmond, Washington, USA"
p2400,Sheelagh Carpendale,2012,108,"University of Calgary, Calgary, Alberta, Canada"
p2610,Thomas Ertl,2004,0,
p1643,Magnus Strengert,2006,27,University of Stuttgart VIS Group Universitätsstraße 38 70569 Stuttgart Germany
p2614,Thomas Klein,2006,27,University of Stuttgart VIS Group Universitätsstraße 38 70569 Stuttgart Germany
